,codigo_ocorrencia,ocorrencia_classificacao,ocorrencia_tipo,ocorrencia_tipo_categoria,ocorrencia_cidade,coordenadas_cidade,longitude_cidade,latitude_cidade,altitude_cidade,ocorrencia_uf,ocorrencia_estado,regiao,ocorrencia_dia,total_aeronaves_envolvidas,ocorrencia_saida_pista,aeronave_matricula,aeronave_operador_categoria,aeronave_tipo_veiculo,aeronave_fabricante,aeronave_modelo,aeronave_tipo_icao,aeronave_motor_tipo,aeronave_motor_quantidade,aeronave_assentos,aeronave_ano_fabricacao,aeronave_pais_fabricante,aeronave_registro_categoria,aeronave_registro_segmento,aeronave_voo_origem,aeronave_voo_destino,aeronave_fase_operacao,aeronave_tipo_operacao,aeronave_nivel_dano,aeronave_fatalidades_total,ocorrencia_fatalidade
1716,49795,ACIDENTE,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,SERRANO DO MARANHÃO,"-45.1146408497435,-1.85264554166646,25.651713",-45.1146408497435,-1.85264554166646,25.651713,MA,Maranhão,Localizado na Região Nordeste,2013-09-29,1,NÃO,PTVHR,PARTICULAR,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-711ST,P28T,PISTÃO,MONOMOTOR,4.0,1989.0,BRASIL,AVIÃO,PARTICULAR,CORONEL ALEXANDRE RAPOSO,CARUTAPERA,CRUZEIRO,PRIVADA,LEVE,0,NÃO
1717,50977,ACIDENTE,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,CAROLINA,"-47.4700918028279,-7.33078300500001,179.763253",-47.4700918028279,-7.33078300500001,179.763253,MA,Maranhão,Localizado na Região Nordeste,2014-03-03,1,NÃO,PTUHL,OPERADOR DESCONHECIDO,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-202,IPAN,PISTÃO,MONOMOTOR,1.0,1993.0,BRASIL,AVIÃO,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,ESPECIALIZADA,AGRÍCOLA,SUBSTANCIAL,1,SIM
1718,50994,ACIDENTE,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,HUMBERTO DE CAMPOS,"-43.4650921443146,-2.59122397217549,10.412747",-43.4650921443146,-2.59122397217549,10.412747,MA,Maranhão,Localizado na Região Nordeste,2014-03-24,1,NÃO,PTEMC,TÁXI AÉREO,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-720C,PA32,PISTÃO,MONOMOTOR,7.0,1977.0,BRASIL,AVIÃO,TÁXI AÉREO,MARECHAL CUNHA MACHADO,FORA DE AERODROMO,CRUZEIRO,TÁXI AÉREO,SUBSTANCIAL,0,NÃO
1719,51448,INCIDENTE GRAVE,POUSO SEM TREM,CONTATO ANORMAL COM A PISTA | POUSO SEM TREM,SANTA INÊS,"-51.90276838278399,-22.6387065299662,360.199526",-51.90276838278399,-22.6387065299662,360.199526,MA,Maranhão,Localizado na Região Nordeste,2014-05-13,1,SIM,PTLNG,PARTICULAR,AVIÃO,PIPER AIRCRAFT,PA-31T,PAY2,TURBOÉLICE,BIMOTOR,8.0,1982.0,BRASIL,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,PRIVADA,SUBSTANCIAL,0,NÃO
1720,51448,INCIDENTE GRAVE,POUSO SEM TREM,CONTATO ANORMAL COM A PISTA | POUSO SEM TREM,SANTA INÊS,"-45.3782724523024,-3.65857451987967,29.802811",-45.3782724523024,-3.65857451987967,29.802811,MA,Maranhão,Localizado na Região Nordeste,2014-05-13,1,SIM,PTLNG,PARTICULAR,AVIÃO,PIPER AIRCRAFT,PA-31T,PAY2,TURBOÉLICE,BIMOTOR,8.0,1982.0,BRASIL,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,PRIVADA,SUBSTANCIAL,0,NÃO
1721,51448,INCIDENTE GRAVE,POUSO SEM TREM,CONTATO ANORMAL COM A PISTA | POUSO SEM TREM,SANTA INÊS,"-39.8276053254776,-13.298687222912,404.950269",-39.8276053254776,-13.298687222912,404.950269,MA,Maranhão,Localizado na Região Nordeste,2014-05-13,1,SIM,PTLNG,PARTICULAR,AVIÃO,PIPER AIRCRAFT,PA-31T,PAY2,TURBOÉLICE,BIMOTOR,8.0,1982.0,BRASIL,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,PRIVADA,SUBSTANCIAL,0,NÃO
1722,51448,INCIDENTE GRAVE,POUSO SEM TREM,CONTATO ANORMAL COM A PISTA | POUSO SEM TREM,SANTA INÊS,"-38.5595999296318,-7.62777971829447,419.884276",-38.5595999296318,-7.62777971829447,419.884276,MA,Maranhão,Localizado na Região Nordeste,2014-05-13,1,SIM,PTLNG,PARTICULAR,AVIÃO,PIPER AIRCRAFT,PA-31T,PAY2,TURBOÉLICE,BIMOTOR,8.0,1982.0,BRASIL,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,PRIVADA,SUBSTANCIAL,0,NÃO
1723,53358,INCIDENTE GRAVE,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,SANTA INÊS,"-51.90276838278399,-22.6387065299662,360.199526",-51.90276838278399,-22.6387065299662,360.199526,MA,Maranhão,Localizado na Região Nordeste,2015-07-07,1,NÃO,PRHMA,OPERADOR DESCONHECIDO,HELICÓPTERO,BELL HELICOPTER,206L-4,B06,TURBOEIXO,MONOMOTOR,7.0,2010.0,BRASIL,HELICÓPTERO,ADMINISTRAÇÃO INDIRETA,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,PRIVADA,SUBSTANCIAL,0,NÃO
1724,53358,INCIDENTE GRAVE,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,SANTA INÊS,"-45.3782724523024,-3.65857451987967,29.802811",-45.3782724523024,-3.65857451987967,29.802811,MA,Maranhão,Localizado na Região Nordeste,2015-07-07,1,NÃO,PRHMA,OPERADOR DESCONHECIDO,HELICÓPTERO,BELL HELICOPTER,206L-4,B06,TURBOEIXO,MONOMOTOR,7.0,2010.0,BRASIL,HELICÓPTERO,ADMINISTRAÇÃO INDIRETA,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,PRIVADA,SUBSTANCIAL,0,NÃO
1725,53358,INCIDENTE GRAVE,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,SANTA INÊS,"-39.8276053254776,-13.298687222912,404.950269",-39.8276053254776,-13.298687222912,404.950269,MA,Maranhão,Localizado na Região Nordeste,2015-07-07,1,NÃO,PRHMA,OPERADOR DESCONHECIDO,HELICÓPTERO,BELL HELICOPTER,206L-4,B06,TURBOEIXO,MONOMOTOR,7.0,2010.0,BRASIL,HELICÓPTERO,ADMINISTRAÇÃO INDIRETA,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,PRIVADA,SUBSTANCIAL,0,NÃO
1726,53358,INCIDENTE GRAVE,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,SANTA INÊS,"-38.5595999296318,-7.62777971829447,419.884276",-38.5595999296318,-7.62777971829447,419.884276,MA,Maranhão,Localizado na Região Nordeste,2015-07-07,1,NÃO,PRHMA,OPERADOR DESCONHECIDO,HELICÓPTERO,BELL HELICOPTER,206L-4,B06,TURBOEIXO,MONOMOTOR,7.0,2010.0,BRASIL,HELICÓPTERO,ADMINISTRAÇÃO INDIRETA,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,PRIVADA,SUBSTANCIAL,0,NÃO
1727,78608,ACIDENTE,COLISÃO COM FAUNA,COLISÃO COM FAUNA,SANTA INÊS,"-51.90276838278399,-22.6387065299662,360.199526",-51.90276838278399,-22.6387065299662,360.199526,MA,Maranhão,Localizado na Região Nordeste,2019-03-21,1,NÃO,PTLNG,OPERADOR DESCONHECIDO,AVIÃO,PIPER AIRCRAFT,PA-31T,PAY2,TURBOÉLICE,BIMOTOR,8.0,1982.0,BRASIL,AVIÃO,PARTICULAR,SENADOR PETRÔNIO PORTELLA,JOÃO SILVA,CORRIDA APÓS POUSO,PRIVADA,SUBSTANCIAL,0,NÃO
1728,78608,ACIDENTE,COLISÃO COM FAUNA,COLISÃO COM FAUNA,SANTA INÊS,"-45.3782724523024,-3.65857451987967,29.802811",-45.3782724523024,-3.65857451987967,29.802811,MA,Maranhão,Localizado na Região Nordeste,2019-03-21,1,NÃO,PTLNG,OPERADOR DESCONHECIDO,AVIÃO,PIPER AIRCRAFT,PA-31T,PAY2,TURBOÉLICE,BIMOTOR,8.0,1982.0,BRASIL,AVIÃO,PARTICULAR,SENADOR PETRÔNIO PORTELLA,JOÃO SILVA,CORRIDA APÓS POUSO,PRIVADA,SUBSTANCIAL,0,NÃO
1729,78608,ACIDENTE,COLISÃO COM FAUNA,COLISÃO COM FAUNA,SANTA INÊS,"-39.8276053254776,-13.298687222912,404.950269",-39.8276053254776,-13.298687222912,404.950269,MA,Maranhão,Localizado na Região Nordeste,2019-03-21,1,NÃO,PTLNG,OPERADOR DESCONHECIDO,AVIÃO,PIPER AIRCRAFT,PA-31T,PAY2,TURBOÉLICE,BIMOTOR,8.0,1982.0,BRASIL,AVIÃO,PARTICULAR,SENADOR PETRÔNIO PORTELLA,JOÃO SILVA,CORRIDA APÓS POUSO,PRIVADA,SUBSTANCIAL,0,NÃO
1730,78608,ACIDENTE,COLISÃO COM FAUNA,COLISÃO COM FAUNA,SANTA INÊS,"-38.5595999296318,-7.62777971829447,419.884276",-38.5595999296318,-7.62777971829447,419.884276,MA,Maranhão,Localizado na Região Nordeste,2019-03-21,1,NÃO,PTLNG,OPERADOR DESCONHECIDO,AVIÃO,PIPER AIRCRAFT,PA-31T,PAY2,TURBOÉLICE,BIMOTOR,8.0,1982.0,BRASIL,AVIÃO,PARTICULAR,SENADOR PETRÔNIO PORTELLA,JOÃO SILVA,CORRIDA APÓS POUSO,PRIVADA,SUBSTANCIAL,0,NÃO
1731,51720,ACIDENTE,COLISÃO COM AERONAVE NO SOLO,COLISÃO NO SOLO | COLISÃO COM AERONAVE NO SOLO,BARREIRINHAS,"-42.8278025132041,-2.75008594866755,5.037739",-42.8278025132041,-2.75008594866755,5.037739,MA,Maranhão,Localizado na Região Nordeste,2014-07-12,1,NÃO,PTZLT,EXPERIMENTAL,AVIÃO,FABRICANTE DESCONHECIDO,P64B,ZZZZ,TIPO MOTOR DESCONHECIDO,SEM TRAÇÃO,0.0,0.0,BRASIL,AVIÃO,EXPERIMENTAL,FORA DE AERODROMO,FORA DE AERODROMO,CHEQUE DE MOTOR OU ROTOR,EXPERIMENTAL,SUBSTANCIAL,0,NÃO
1732,60980,ACIDENTE,PERDA DE CONTROLE EM VOO,PERDA DE CONTROLE EM VOO,BARREIRINHAS,"-42.8278025132041,-2.75008594866755,5.037739",-42.8278025132041,-2.75008594866755,5.037739,MA,Maranhão,Localizado na Região Nordeste,2016-04-02,1,NÃO,PTCTB,OPERADOR DESCONHECIDO,AVIÃO,CESSNA AIRCRAFT,172G,C172,PISTÃO,MONOMOTOR,4.0,1966.0,BRASIL,AVIÃO,PARTICULAR,RANCHO SUMIDOR,RANCHO SUMIDOR,DECOLAGEM,PRIVADA,SUBSTANCIAL,0,NÃO
1733,78524,INCIDENTE GRAVE,POUSO SEM TREM,CONTATO ANORMAL COM A PISTA | POUSO SEM TREM,BARREIRINHAS,"-42.8278025132041,-2.75008594866755,5.037739",-42.8278025132041,-2.75008594866755,5.037739,MA,Maranhão,Localizado na Região Nordeste,2019-02-07,1,NÃO,PTDOT,PARTICULAR,AVIÃO,PIPER AIRCRAFT,PA-28R-180,P28R,PISTÃO,MONOMOTOR,4.0,1970.0,BRASIL,AVIÃO,PARTICULAR,RANCHO SUMIDOR,RANCHO SUMIDOR,POUSO,PRIVADA,LEVE,0,NÃO
1734,53182,ACIDENTE,OPERAÇÃO A BAIXA ALTITUDE,OPERAÇÃO A BAIXA ALTITUDE,SANTA LUZIA,"-43.8500072606321,-19.767616851921,746.128821",-43.8500072606321,-19.767616851921,746.128821,MA,Maranhão,Localizado na Região Nordeste,2015-03-23,1,NÃO,PTGZV,OPERADOR DESCONHECIDO,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-201A,IPAN,PISTÃO,MONOMOTOR,1.0,1984.0,BRASIL,AVIÃO,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,INDETERMINADA,AGRÍCOLA,DESTRUÍDA,1,SIM
1735,53182,ACIDENTE,OPERAÇÃO A BAIXA ALTITUDE,OPERAÇÃO A BAIXA ALTITUDE,SANTA LUZIA,"-39.3324934250425,-15.4327879841502,113.064948",-39.3324934250425,-15.4327879841502,113.064948,MA,Maranhão,Localizado na Região Nordeste,2015-03-23,1,NÃO,PTGZV,OPERADOR DESCONHECIDO,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-201A,IPAN,PISTÃO,MONOMOTOR,1.0,1984.0,BRASIL,AVIÃO,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,INDETERMINADA,AGRÍCOLA,DESTRUÍDA,1,SIM
1736,53182,ACIDENTE,OPERAÇÃO A BAIXA ALTITUDE,OPERAÇÃO A BAIXA ALTITUDE,SANTA LUZIA,"-45.6650117249372,-3.96839146486954,44.194306",-45.6650117249372,-3.96839146486954,44.194306,MA,Maranhão,Localizado na Região Nordeste,2015-03-23,1,NÃO,PTGZV,OPERADOR DESCONHECIDO,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-201A,IPAN,PISTÃO,MONOMOTOR,1.0,1984.0,BRASIL,AVIÃO,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,INDETERMINADA,AGRÍCOLA,DESTRUÍDA,1,SIM
1737,53182,ACIDENTE,OPERAÇÃO A BAIXA ALTITUDE,OPERAÇÃO A BAIXA ALTITUDE,SANTA LUZIA,"-36.9216783300447,-6.871863261658069,308.188499",-36.9216783300447,-6.871863261658069,308.188499,MA,Maranhão,Localizado na Região Nordeste,2015-03-23,1,NÃO,PTGZV,OPERADOR DESCONHECIDO,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-201A,IPAN,PISTÃO,MONOMOTOR,1.0,1984.0,BRASIL,AVIÃO,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,INDETERMINADA,AGRÍCOLA,DESTRUÍDA,1,SIM
1738,66970,INCIDENTE,POUSO EM LOCAL NÃO PREVISTO,OUTROS | POUSO EM LOCAL NÃO PREVISTO,COROATÁ,"-44.1255992014644,-4.1289759998643,36.771897",-44.1255992014644,-4.1289759998643,36.771897,MA,Maranhão,Localizado na Região Nordeste,2017-07-09,1,NÃO,PTNRK,TÁXI AÉREO,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-711B,P28R,PISTÃO,MONOMOTOR,4.0,1979.0,BRASIL,AVIÃO,TÁXI AÉREO,NOSSA SENHORA DE FÁTIMA,BELÉM/BRIGADEIRO PROTÁSIO DE OLIVEIRA,CRUZEIRO,TÁXI AÉREO,NENHUM,0,NÃO
1739,77304,ACIDENTE,PERDA DE CONTROLE EM VOO,PERDA DE CONTROLE EM VOO,ARARI,"-44.7788346547106,-3.45917097,7.799485999999999",-44.7788346547106,-3.45917097,7.799485999999999,MA,Maranhão,Localizado na Região Nordeste,2017-11-24,1,NÃO,PTURV,OPERADOR DESCONHECIDO,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-202,IPAN,PISTÃO,MONOMOTOR,1.0,2004.0,BRASIL,AVIÃO,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,CIRCUITO DE TRÁFEGO,AGRÍCOLA,SUBSTANCIAL,0,NÃO
1740,77785,ACIDENTE,FALHA ESTRUTURAL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | FALHA ESTRUTURAL,ROSÁRIO,"-44.2475185952615,-2.94154303490316,17.544346",-44.2475185952615,-2.94154303490316,17.544346,MA,Maranhão,Localizado na Região Nordeste,2018-04-01,1,NÃO,PPWVR,OPERADOR DESCONHECIDO,HELICÓPTERO,ROBINSON HELICOPTER,R44 II,R44,PISTÃO,MONOMOTOR,4.0,2010.0,BRASIL,HELICÓPTERO,PARTICULAR,FORA DE AERODROMO,VEJA,CRUZEIRO,PRIVADA,SUBSTANCIAL,4,SIM
1741,77790,INCIDENTE,OPERAÇÃO A BAIXA ALTITUDE,OPERAÇÃO A BAIXA ALTITUDE,ROSÁRIO,"-44.2475185952615,-2.94154303490316,17.544346",-44.2475185952615,-2.94154303490316,17.544346,MA,Maranhão,Localizado na Região Nordeste,2018-04-01,1,NÃO,PPJJJ,ADMINISTRAÇÃO DIRETA,HELICÓPTERO,HELIBRAS,AS 350 B2,AS50,TURBOEIXO,MONOMOTOR,6.0,2010.0,BRASIL,HELICÓPTERO,ADMINISTRAÇÃO DIRETA,GRUPO TÁTICO AÉREO,FORA DE AERODROMO,MANOBRA,POLICIAL,LEVE,0,NÃO
1742,78207,ACIDENTE,CONTATO ANORMAL COM A PISTAA,CONTATO ANORMAL COM A PISTA |,RAPOSA,"-44.1025161642031,-2.41507490254912,1",-44.1025161642031,-2.41507490254912,1,MA,Maranhão,Localizado na Região Nordeste,2018-09-28,1,SIM,PRWSA,OPERADOR DESCONHECIDO,AVIÃO,CESSNA AIRCRAFT,172P,C172,PISTÃO,MONOMOTOR,4.0,1981.0,BRASIL,AVIÃO,PARTICULAR,RANCHO SUMIDOR,CAVU - CLUBE DE AVIAÇÃO ULTRALEVE,POUSO,PRIVADA,SUBSTANCIAL,0,NÃO
1743,78437,INCIDENTE GRAVE,OPERAÇÃO A BAIXA ALTITUDE,OPERAÇÃO A BAIXA ALTITUDE,RIACHÃO,"-46.6233501429074,-7.36456500000001,394.0849129999999",-46.6233501429074,-7.36456500000001,394.0849129999999,MA,Maranhão,Localizado na Região Nordeste,2019-01-05,1,NÃO,PTVYZ,OPERADOR DESCONHECIDO,AVIÃO,EMBRAER,EMB-202A,IPAN,PISTÃO,MONOMOTOR,1.0,2013.0,BRASIL,AVIÃO,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,ESPECIALIZADA,AGRÍCOLA,NENHUM,0,NÃO
1744,78437,INCIDENTE GRAVE,OPERAÇÃO A BAIXA ALTITUDE,OPERAÇÃO A BAIXA ALTITUDE,RIACHÃO,"-35.6627216943535,-6.54267652767604,177.52151",-35.6627216943535,-6.54267652767604,177.52151,MA,Maranhão,Localizado na Região Nordeste,2019-01-05,1,NÃO,PTVYZ,OPERADOR DESCONHECIDO,AVIÃO,EMBRAER,EMB-202A,IPAN,PISTÃO,MONOMOTOR,1.0,2013.0,BRASIL,AVIÃO,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,ESPECIALIZADA,AGRÍCOLA,NENHUM,0,NÃO
1745,78467,ACIDENTE,POUSO LONGO,EXCURSÃO DE PISTA | POUSO LONGO,SÍTIO NOVO,"-46.6949833406808,-5.870629891120089,258.577929",-46.6949833406808,-5.870629891120089,258.577929,MA,Maranhão,Localizado na Região Nordeste,2019-01-22,1,SIM,PTGNJ,OPERADOR DESCONHECIDO,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-201,IPAN,PISTÃO,MONOMOTOR,1.0,1976.0,BRASIL,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,AGRÍCOLA,SUBSTANCIAL,0,NÃO
1746,78467,ACIDENTE,POUSO LONGO,EXCURSÃO DE PISTA | POUSO LONGO,SÍTIO NOVO,"-35.9104491798599,-6.1040915825822,187.446029",-35.9104491798599,-6.1040915825822,187.446029,MA,Maranhão,Localizado na Região Nordeste,2019-01-22,1,SIM,PTGNJ,OPERADOR DESCONHECIDO,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-201,IPAN,PISTÃO,MONOMOTOR,1.0,1976.0,BRASIL,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,AGRÍCOLA,SUBSTANCIAL,0,NÃO
1747,78587,ACIDENTE,OPERAÇÃO A BAIXA ALTITUDE,OPERAÇÃO A BAIXA ALTITUDE,VILA NOVA DOS MARTÍRIOS,"-48.138926482601,-5.18351151903426,124.13528",-48.138926482601,-5.18351151903426,124.13528,MA,Maranhão,Localizado na Região Nordeste,2019-03-09,1,NÃO,PTVYY,OPERADOR DESCONHECIDO,AVIÃO,EMBRAER,EMB-202A,IPAN,PISTÃO,MONOMOTOR,1.0,2013.0,BRASIL,AVIÃO,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,MANOBRA,AGRÍCOLA,SUBSTANCIAL,0,NÃO
1748,78817,INCIDENTE GRAVE,EXCURSÃO DE PISTA,EXCURSÃO DE PISTA,GRAJAÚ,"-46.1423956359934,-5.818548431140469,151.01878",-46.1423956359934,-5.818548431140469,151.01878,MA,Maranhão,Localizado na Região Nordeste,2017-05-15,1,SIM,PRLFF,OPERADOR DESCONHECIDO,AVIÃO,CIRRUS DESIGN,SR22,SR22,PISTÃO,MONOMOTOR,4.0,2001.0,BRASIL,AVIÃO,REGISTRO SEG DESCONHECIDO,ABA,FAZENDA GESSO INTEGRAL,POUSO,PRIVADA,LEVE,0,NÃO
1749,39178,INCIDENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,CAMPINAS,"-47.0601562729732,-22.9073424993229,688.987137",-47.0601562729732,-22.9073424993229,688.987137,SP,São Paulo,Localizado na Região Sudeste,2010-02-08,1,NÃO,PTMZU,REGULAR,AVIÃO,AIRBUS INDUSTRIE,A320-232,A320,JATO,BIMOTOR,184.0,2001.0,BRASIL,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,SUBIDA,REGULAR,NENHUM,0,NÃO
1750,39768,INCIDENTE,CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO,OUTROS | CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO,CAMPINAS,"-47.0601562729732,-22.9073424993229,688.987137",-47.0601562729732,-22.9073424993229,688.987137,SP,São Paulo,Localizado na Região Sudeste,2010-01-21,1,NÃO,PRESP,ADMINISTRAÇÃO DIRETA,AVIÃO,HAWKER BEECHCRAFT,B200GT,BE20,TURBOÉLICE,BIMOTOR,9.0,2008.0,BRASIL,AVIÃO,ADMINISTRAÇÃO DIRETA,FORA DE AERODROMO,FORA DE AERODROMO,MANOBRA,POLICIAL,LEVE,0,NÃO
1751,40292,INCIDENTE,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,CAMPINAS,"-47.0601562729732,-22.9073424993229,688.987137",-47.0601562729732,-22.9073424993229,688.987137,SP,São Paulo,Localizado na Região Sudeste,2010-04-08,1,NÃO,PPPTT,REGULAR,AVIÃO,AEROSPATIALE AND ALENIA,ATR-72-212A,AT72,TURBOÉLICE,BIMOTOR,73.0,2010.0,BRASIL,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,OUTRA FASE,REGULAR,NENHUM,0,NÃO
1752,40331,INCIDENTE,CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO,OUTROS | CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO,CAMPINAS,"-47.0601562729732,-22.9073424993229,688.987137",-47.0601562729732,-22.9073424993229,688.987137,SP,São Paulo,Localizado na Região Sudeste,2010-02-28,1,NÃO,PRPMV,TÁXI AÉREO,AVIÃO,DASSAULT AVIATION,FALCON 900EX (EASY),F900,JATO,TRIMOTOR,17.0,2008.0,BRASIL,AVIÃO,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,DESCIDA,TÁXI AÉREO,NENHUM,0,NÃO
1753,40489,INCIDENTE,VAZAMENTO DE OUTROS FLUIDOS,OUTROS | VAZAMENTO DE OUTROS FLUIDOS,CAMPINAS,"-47.0601562729732,-22.9073424993229,688.987137",-47.0601562729732,-22.9073424993229,688.987137,SP,São Paulo,Localizado na Região Sudeste,2010-04-21,1,NÃO,PRAYE,REGULAR,AVIÃO,EMBRAER,ERJ 190-200 IGW,E190,JATO,BIMOTOR,125.0,2009.0,BRASIL,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,CRUZEIRO,REGULAR,NENHUM,0,NÃO
1754,41178,INCIDENTE,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,CAMPINAS,"-47.0601562729732,-22.9073424993229,688.987137",-47.0601562729732,-22.9073424993229,688.987137,SP,São Paulo,Localizado na Região Sudeste,2010-05-21,1,NÃO,PPGFC,INSTRUÇÃO,AVIÃO,AERO BOERO,AB-115,AB11,PISTÃO,MONOMOTOR,3.0,1992.0,BRASIL,AVIÃO,INSTRUÇÃO,FORA DE AERODROMO,FORA DE AERODROMO,CORRIDA APÓS POUSO,INSTRUÇÃO,LEVE,0,NÃO
1755,41661,INCIDENTE,COLISÃO COM AVE,COLISÃO COM AVE,CAMPINAS,"-47.0601562729732,-22.9073424993229,688.987137",-47.0601562729732,-22.9073424993229,688.987137,SP,São Paulo,Localizado na Região Sudeste,2010-06-03,1,NÃO,PRAZL,REGULAR,AVIÃO,EMBRAER,ERJ 190-100 IGW,E190,JATO,BIMOTOR,112.0,2008.0,BRASIL,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,SUBIDA,REGULAR,LEVE,0,NÃO
1756,41908,INCIDENTE,COLISÃO COM AVE,COLISÃO COM AVE,CAMPINAS,"-47.0601562729732,-22.9073424993229,688.987137",-47.0601562729732,-22.9073424993229,688.987137,SP,São Paulo,Localizado na Região Sudeste,2010-06-13,1,NÃO,PRAZB,REGULAR,AVIÃO,EMBRAER,ERJ 190-100 IGW,E190,JATO,BIMOTOR,114.0,2008.0,BRASIL,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,SUBIDA,REGULAR,LEVE,0,NÃO
1757,42012,INCIDENTE,TRÁFEGO AÉREO,PERDA DE SEPARAÇÃO / COLISÃO EM VOO | TRÁFEGO AÉREO,CAMPINAS,"-47.0601562729732,-22.9073424993229,688.987137",-47.0601562729732,-22.9073424993229,688.987137,SP,São Paulo,Localizado na Região Sudeste,2010-06-30,1,NÃO,PRAZF,REGULAR,AVIÃO,EMBRAER,ERJ 190-100 IGW,E190,JATO,BIMOTOR,113.0,2009.0,BRASIL,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,APROXIMAÇÃO FINAL,REGULAR,NENHUM,0,NÃO
1758,42439,INCIDENTE,VAZAMENTO DE OUTROS FLUIDOS,OUTROS | VAZAMENTO DE OUTROS FLUIDOS,CAMPINAS,"-47.0601562729732,-22.9073424993229,688.987137",-47.0601562729732,-22.9073424993229,688.987137,SP,São Paulo,Localizado na Região Sudeste,2010-08-25,1,NÃO,PRAZD,REGULAR,AVIÃO,EMBRAER,ERJ 190-100 IGW,E190,JATO,BIMOTOR,113.0,2009.0,BRASIL,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,CRUZEIRO,REGULAR,NENHUM,0,NÃO
